,0,1,2,3,4
0,0.0,0.0,0.0,130.0,0.0
0,0.0,0.0,0.0,586.0,0.0
0,0.0,0.0,0.0,1473.0,0.0
0,0.0,0.0,1.0,341.0,0.0
0,0.0,0.0,0.0,1396.0,0.0
0,546.7857142857143,14.0,57.0,275305.0,1.0
0,0.0,0.0,0.0,202.0,0.0
0,0.0,0.0,0.0,42.0,0.0
0,0.0,0.0,4.0,1075.0,0.0
0,3184.5,2.0,6.0,5596.0,1.0
0,0.0,0.0,0.0,536.0,0.0
0,3938.0,1.0,0.0,5147.0,1.0
0,0.0,0.0,0.0,3938.0,0.0
0,0.0,0.0,0.0,3751.0,0.0
0,0.0,0.0,0.0,2133.0,0.0
0,0.0,0.0,2.0,9.0,0.0
